Code,Area sqkm,Tot_P_M,Tot_P_F,Tot_P_P,R_Tot_Total,O_Tot_Total,0-9F,0-9M,10-19F,10-19M,20-29F,20-29M,30-39F,30-39M,40-49F,40-49M,50-59F,50-59M,60-69F,60-69M,70-79F,70-79M,80-89F,80-89M,90+F,90+M,Median_Tot_fam_inc_weekly,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_school_quals_Cert_Level_M,Non_school_quals_Cert_Level_F,A,B
3559,560.438,317,245,562,37,180,54,60,48,106,30,32,48,52,70,86,86,104,76,96,56,78,7,7,4,3,1037,0,3,0,3,10,27,5,20,58,29,5.0,23.0
3561,618.373,2342,2410,4752,323,1386,562,518,668,796,368,342,480,420,704,662,676,704,562,582,446,448,151,100,26,6,1137,7,16,16,28,70,176,74,150,535,245,52.0,182.0
3562,140.965,144,139,283,14,74,26,38,54,64,30,6,18,26,46,40,46,52,24,32,30,28,3,0,0,0,891,0,0,0,0,4,6,4,7,37,14,1.0,6.0
3563,119.704,395,384,779,54,218,108,98,118,136,50,80,56,52,136,112,110,128,82,88,60,60,16,18,8,0,887,0,0,3,0,6,26,13,16,85,42,,19.0
3564,423.934,7351,7849,15200,1669,3834,1914,2164,2046,2158,1620,1410,1838,1568,2236,2030,2138,2012,1750,1686,1230,1126,388,231,74,43,1165,40,60,61,95,343,615,282,479,1751,920,182.0,1004.0
3566,131.534,263,259,522,43,165,60,60,96,70,36,40,54,46,66,102,60,76,72,70,52,46,12,8,0,0,1039,0,0,0,4,9,16,11,11,48,23,2.0,9.0
3567,84.4168,322,297,619,49,177,68,84,96,94,18,42,98,54,66,94,74,94,84,84,66,76,11,12,0,0,1019,0,0,0,8,8,17,7,11,58,27,8.0,10.0
3568,505.073,1386,1426,2812,261,825,252,300,326,386,224,164,238,268,364,344,404,398,420,446,310,282,120,84,37,8,1022,4,10,11,24,42,93,46,81,284,139,31.0,51.0
3570,252.851,288,306,594,18,189,78,72,92,70,60,30,52,64,96,92,120,108,66,84,30,46,10,6,0,0,1117,3,0,0,6,3,21,6,20,76,36,8.0,16.0
3571,300.492,167,157,324,34,81,46,42,46,44,18,56,30,36,42,34,50,46,54,52,18,16,3,3,0,0,820,0,0,0,3,3,12,3,11,42,12,,10.0
3572,353.249,111,95,206,17,52,20,32,30,36,36,12,24,30,42,36,18,36,20,20,0,18,0,3,0,0,1528,0,0,0,0,0,10,4,5,23,10,1.0,4.0
3573,1054.13,268,246,514,42,146,82,72,48,52,46,54,54,54,60,74,102,102,58,80,30,24,7,13,0,0,884,0,3,3,4,6,15,7,10,57,24,5.0,19.0
3575,924.869,449,434,883,83,243,118,100,122,122,58,42,92,104,86,130,140,156,94,112,96,60,24,35,5,0,853,0,3,0,7,17,32,29,26,86,51,3.0,11.0
3579,1240.31,2575,2690,5265,511,1499,588,634,712,736,412,420,508,452,704,638,736,780,696,648,568,534,186,137,42,17,957,10,9,13,35,73,163,71,138,548,279,53.0,187.0
3580,2.6949,387,382,769,54,269,54,68,90,78,52,52,66,46,94,86,134,114,152,182,78,108,18,18,3,3,900,0,0,0,9,9,18,7,21,84,44,4.0,8.0
3581,339.924,171,140,311,20,82,30,28,62,80,22,22,18,34,60,48,46,60,30,38,12,24,4,3,0,0,1178,0,0,0,3,4,9,7,7,39,30,9.0,6.0
3584,192.703,700,620,1320,101,356,146,222,154,176,146,168,136,152,166,176,178,170,172,158,90,134,22,19,4,4,1025,3,0,3,5,19,42,26,40,145,73,9.0,15.0
3585,591.106,5246,5499,10745,1380,2634,1312,1454,1514,1542,1328,1480,1280,1190,1394,1316,1320,1274,1128,1018,948,734,334,213,52,29,1142,30,30,33,80,264,418,259,312,1036,660,325.0,460.0
3586,147.984,388,363,751,35,214,104,106,130,124,56,60,90,78,114,122,116,164,70,72,32,44,7,4,0,0,1090,0,0,3,7,11,29,17,20,105,46,3.0,8.0
3588,0.662728,161,149,310,12,97,52,30,40,70,28,12,38,32,46,54,52,42,26,38,10,36,3,4,0,0,1048,0,0,0,0,3,0,0,9,34,23,,5.0
3589,45.3714,201,170,371,18,86,54,48,58,92,24,42,40,54,54,44,34,66,36,24,24,14,6,8,3,0,1145,0,4,0,0,3,11,13,11,30,14,9.0,7.0
3590,32.6286,186,187,373,21,108,42,70,72,44,14,30,56,30,64,52,66,76,40,42,18,24,0,3,0,0,1018,3,3,4,5,13,18,6,13,51,22,2.0,4.0
3591,94.421,142,130,272,12,86,34,26,40,42,26,24,26,44,40,38,52,38,20,38,12,20,6,5,0,0,1408,0,3,0,3,5,11,8,3,37,17,,
3594,8.79687,251,232,483,39,155,44,58,84,56,36,34,48,56,56,80,62,72,78,74,40,60,3,6,5,0,961,3,0,0,0,6,11,0,16,60,23,,1.0
3595,36.5773,352,332,684,51,183,82,102,100,92,46,72,58,62,96,82,72,112,74,86,60,68,28,13,7,0,886,0,0,0,3,6,8,6,18,87,36,6.0,22.0
3596,37.3964,79,66,145,8,39,20,24,18,20,6,16,18,8,24,26,30,20,12,18,12,0,0,5,0,0,833,0,0,0,3,0,0,3,6,10,10,,1.0
3597,1297.8,306,278,584,52,138,60,70,98,92,44,74,70,42,94,100,62,78,62,76,66,48,0,12,0,3,1114,0,3,0,3,14,17,11,17,58,29,4.0,5.0
3608,843.584,1149,1150,2299,207,667,250,238,204,234,216,202,214,192,298,278,338,372,350,376,226,274,87,60,15,6,977,4,15,7,19,35,80,53,61,264,117,16.0,77.0
3610,248.173,925,750,1675,92,405,210,170,214,212,122,216,170,272,208,310,202,276,160,208,124,122,35,26,10,6,1034,6,7,5,10,28,46,29,50,155,101,21.0,46.0
3612,363.801,867,815,1682,114,543,136,144,208,214,104,120,120,142,244,254,264,298,254,266,182,216,42,33,16,8,888,3,8,7,13,17,40,37,58,168,75,35.0,69.0
3614,68.2178,381,371,752,28,211,102,116,126,122,62,64,122,98,112,116,122,124,80,96,10,20,3,3,0,0,1604,4,9,4,7,20,39,15,20,95,48,2.0,13.0
3616,274.495,2531,2534,5065,436,1376,616,712,702,742,464,496,608,570,700,698,708,688,552,546,402,382,131,104,28,9,1171,30,22,19,29,125,207,107,152,447,265,50.0,244.0
3617,73.7907,150,140,290,18,89,30,32,34,44,24,24,36,18,64,56,44,66,36,30,18,18,0,4,0,0,1215,0,0,0,4,9,10,10,4,27,21,,2.0
3618,55.8458,339,333,672,43,200,86,80,80,90,76,52,102,94,94,100,114,114,62,98,42,32,7,9,0,0,1168,0,0,4,4,8,16,13,18,77,38,4.0,17.0
3620,391.672,3930,4097,8027,772,2187,1034,1070,1018,1228,776,774,900,734,1084,1056,1032,986,1036,986,708,644,259,171,45,19,1063,25,22,23,68,144,276,131,237,847,514,64.0,251.0
3621,139.122,1130,1063,2193,167,607,266,308,282,376,230,258,220,216,278,268,274,306,250,278,174,142,63,43,13,11,1117,5,5,3,8,25,65,38,58,240,132,10.0,62.0
3622,93.7493,180,148,328,18,103,16,54,46,56,22,30,48,22,60,42,56,70,36,70,8,14,3,0,0,0,1292,0,0,0,3,5,10,4,17,41,12,3.0,12.0
3623,130.429,474,441,915,61,295,74,80,102,130,74,90,74,74,144,128,160,162,130,134,78,98,19,18,4,7,932,3,3,0,6,12,20,10,30,119,44,1.0,29.0
3624,84.0851,309,283,592,59,149,66,84,82,108,58,38,52,50,80,86,104,102,76,92,38,28,6,14,0,0,988,0,0,0,6,3,15,8,11,59,33,7.0,14.0
3629,348.174,4476,4678,9154,1082,2273,1224,1316,1312,1308,1082,1002,1184,1130,1192,1192,1220,1088,1060,1074,606,590,182,112,55,14,1096,11,32,28,57,135,256,166,257,880,541,148.0,535.0
3630,34.499,14361,15192,29553,3887,6507,4082,4370,4120,4400,4198,3844,3870,3612,3960,3740,3564,3416,2718,2482,2054,1770,741,478,168,66,1132,180,153,95,214,750,1145,510,885,2497,1568,665.0,2332.0
3631,662.899,5121,5042,10163,467,2735,1322,1440,1624,1730,930,978,1204,1086,1660,1612,1436,1470,1026,1092,484,580,161,116,37,11,1518,68,57,40,93,273,457,234,313,1068,495,42.0,213.0
3633,54.1301,331,297,628,31,181,80,102,100,128,46,30,64,52,112,118,106,102,50,104,26,26,5,0,0,0,1347,0,3,4,3,11,32,12,33,65,27,2.0,8.0
3634,290.918,903,857,1760,82,501,242,216,296,272,148,142,198,252,292,268,266,312,178,202,56,90,18,26,0,0,1392,8,10,12,22,37,64,40,58,204,114,11.0,16.0
3635,221.136,326,305,631,39,197,52,64,94,112,78,58,46,54,100,98,122,118,62,92,48,46,7,6,0,0,1172,3,3,3,3,5,18,13,21,72,30,1.0,13.0
3636,372.189,2651,2764,5415,514,1504,708,688,732,736,502,500,572,580,700,658,732,742,640,632,512,450,168,138,47,20,1039,7,14,19,36,88,167,89,170,583,346,33.0,100.0
3637,360.275,341,330,671,45,181,102,88,132,116,54,54,78,54,104,124,84,120,68,64,22,32,8,10,0,6,971,3,0,0,6,6,15,7,24,71,42,6.0,8.0
3638,391.813,1043,994,2037,161,601,238,258,260,272,144,210,184,188,266,246,256,316,224,256,208,218,87,55,16,7,982,0,9,6,18,30,62,33,54,205,131,12.0,57.0
3639,425.12,257,251,508,35,179,48,38,62,54,38,24,22,46,96,66,108,128,80,84,42,52,6,12,0,0,768,0,0,3,0,0,20,8,7,54,21,6.0,15.0
3640,199.123,596,541,1137,68,304,158,196,186,178,96,126,144,146,168,170,156,160,144,144,18,56,6,6,0,0,1056,0,4,0,9,14,36,18,32,125,70,7.0,16.0
3641,208.391,563,515,1078,72,322,140,148,148,164,100,90,132,104,136,166,172,196,118,148,68,74,7,16,0,3,1079,0,0,0,8,10,26,17,30,120,57,7.0,15.0
3644,484.361,4374,4407,8781,904,2301,1144,1170,1124,1152,864,828,956,960,1134,1088,1122,1128,1110,1150,860,848,205,197,44,15,993,20,19,22,41,140,257,165,236,874,458,63.0,248.0
3646,489.496,391,383,774,46,243,106,86,98,122,62,62,82,78,126,112,122,128,96,108,54,66,7,10,3,3,1236,5,7,5,8,22,47,21,26,80,39,5.0,10.0
3649,126.649,223,210,433,28,128,44,66,66,52,44,40,40,38,58,68,56,72,60,50,30,46,7,8,3,0,1058,0,0,3,3,0,15,9,9,49,29,1.0,13.0
3658,817.662,2932,2901,5833,335,1680,702,710,866,852,578,722,676,598,958,858,898,970,652,754,302,268,73,58,12,7,1248,29,26,20,45,102,173,110,178,744,352,59.0,108.0
3659,219.377,408,381,789,40,240,88,96,90,110,56,54,88,74,108,128,152,140,110,126,48,66,7,13,3,0,1418,6,3,4,7,28,43,17,41,107,51,7.0,30.0
3660,681.998,3650,3768,7418,888,1890,834,796,1058,1038,762,848,792,678,1014,972,1136,1134,890,952,618,552,181,149,34,17,1068,24,19,29,36,147,225,157,227,762,426,265.0,424.0
3662,412.657,691,464,1155,264,3,264,266,128,232,176,412,212,266,110,146,32,58,0,0,0,0,3,0,0,0,1769,20,7,3,5,32,44,39,32,115,69,5.0,13.0
3663,104.81,97,113,210,14,60,26,26,24,26,20,8,32,18,36,12,38,44,24,36,12,12,6,6,4,0,1750,0,4,3,3,3,12,6,13,24,8,1.0,10.0
3664,345.957,531,517,1048,73,295,88,160,144,122,72,78,118,92,164,144,170,188,166,162,78,88,16,14,0,0,1162,9,11,4,6,29,38,22,49,127,62,21.0,21.0
3666,1623.48,2440,2429,4869,386,1533,460,540,456,550,274,320,472,390,614,618,802,778,840,812,534,590,169,120,34,20,979,26,24,17,43,122,180,118,212,518,289,44.0,98.0
3669,434.422,542,542,1084,64,354,86,112,88,116,66,82,82,82,138,120,200,176,194,202,108,94,44,36,18,13,1036,10,6,9,17,23,50,37,45,116,75,14.0,32.0
3670,475.808,338,327,665,26,226,80,52,88,102,38,38,56,48,98,78,142,168,102,122,38,40,6,9,0,3,1018,6,5,7,10,14,26,17,33,93,39,9.0,10.0
3672,315.305,4951,5380,10331,1197,2886,1138,1228,1290,1450,962,930,976,882,1430,1200,1532,1420,1370,1252,1068,928,408,273,89,33,1057,53,53,46,85,226,361,265,344,1090,691,180.0,440.0
3673,811.444,751,759,1510,62,509,170,152,200,174,82,72,140,146,210,194,336,308,252,290,106,118,12,18,0,5,1096,15,14,4,21,46,88,53,61,201,106,5.0,16.0
3675,250.219,728,739,1467,51,477,188,182,206,202,84,94,180,156,192,202,282,278,216,210,90,94,16,19,4,0,1269,5,10,17,26,49,86,39,65,200,96,12.0,37.0
3677,49.1804,8066,9104,17170,1969,4772,2152,2342,2252,2088,1862,1834,2122,1932,2260,2124,2256,2018,1954,1656,1700,1238,648,396,177,55,1124,75,87,80,144,406,699,392,605,1773,1132,351.0,913.0
3678,2648.71,3211,3051,6262,252,2000,706,748,828,954,350,390,622,534,1100,1046,1112,1082,862,1024,354,464,81,84,4,5,1311,41,42,53,85,221,349,204,273,737,373,18.0,39.0
3682,398.546,366,288,654,27,195,78,112,80,130,16,42,76,62,102,100,96,114,76,114,30,48,8,6,0,0,1012,3,3,0,8,16,24,18,19,75,35,3.0,15.0
3683,267.408,835,805,1640,103,532,150,190,222,242,92,102,182,162,290,258,276,304,216,224,120,132,25,25,6,3,1312,10,13,10,11,29,73,38,51,198,120,9.0,46.0
3685,197.227,1203,1276,2479,243,717,294,298,324,288,204,200,272,278,348,322,416,386,328,346,198,206,67,33,17,8,1223,14,18,11,22,80,113,60,98,265,158,17.0,61.0
3687,2.02328,450,441,891,73,266,116,112,106,156,48,36,126,104,126,142,106,110,144,142,78,58,16,20,0,0,1203,0,0,6,4,6,32,22,17,102,59,4.0,32.0
3688,245.767,628,619,1247,61,364,142,176,218,208,88,104,136,146,214,170,244,222,118,148,58,62,11,10,0,0,1399,5,14,11,16,28,62,36,39,167,79,5.0,26.0
3690,55.8208,14827,15722,30549,4371,7120,4362,4480,4348,4514,4258,4142,4120,3780,4260,4044,4020,3600,3028,2772,1820,1520,543,353,72,48,1260,151,143,140,239,704,1188,831,1038,3422,2375,426.0,2053.0
3691,1461.68,4340,4056,8396,426,2162,1196,1184,1240,1576,720,1020,1026,940,1338,1262,1164,1240,804,878,324,380,113,89,36,12,1588,49,52,51,88,257,448,237,307,1127,518,28.0,131.0
3694,8.0866,373,209,582,50,88,62,90,56,146,100,230,72,120,54,88,38,44,22,26,12,6,0,0,0,0,1468,3,0,0,3,13,16,18,24,67,31,,
3695,227.865,222,223,445,26,122,64,46,66,64,30,24,48,54,70,62,76,94,50,60,30,24,3,9,0,0,1416,3,0,0,7,9,26,9,20,52,37,,6.0
3697,233.423,282,306,588,36,198,78,50,44,62,26,48,72,32,112,84,134,138,74,82,48,30,12,17,0,3,1278,9,8,7,9,14,31,23,20,82,49,4.0,6.0
3698,6.82588,418,420,838,54,267,112,100,84,78,26,48,112,80,96,94,158,164,136,154,88,84,10,17,4,0,1171,6,10,10,19,53,63,38,41,108,45,,6.0
3699,7.98272,516,524,1040,107,246,102,114,88,120,140,146,134,166,110,100,138,138,138,126,96,80,47,21,5,0,921,7,12,5,14,37,53,30,44,134,77,5.0,28.0
3700,385.106,578,592,1170,108,330,112,116,136,172,80,70,96,106,176,162,158,168,170,182,114,80,47,43,24,7,977,5,3,3,3,23,40,16,49,164,97,9.0,34.0
3701,2606.34,567,504,1071,69,325,114,120,156,194,38,62,92,80,164,164,158,198,156,202,86,82,18,16,4,0,1134,0,7,9,8,20,35,19,49,126,64,4.0,14.0
3705,890.934,211,202,413,21,141,30,48,70,44,18,18,36,30,54,60,68,68,70,82,32,58,10,7,3,0,974,4,3,0,4,5,19,15,13,40,31,,5.0
3707,1876.08,840,858,1698,178,489,182,194,214,188,134,130,142,156,220,210,250,266,226,234,186,180,66,47,15,14,882,3,7,3,14,38,57,44,65,198,104,31.0,45.0
3709,542.076,154,148,302,28,111,18,18,44,28,8,10,18,14,42,30,84,94,48,72,14,26,9,5,0,5,875,0,3,0,3,8,13,8,11,36,20,2.0,9.0
3711,1.29305,137,120,257,12,80,18,46,18,12,24,30,30,18,32,34,42,50,42,38,30,36,6,3,0,0,1020,3,5,0,3,4,11,4,7,45,17,,4.0
3712,79.8892,197,164,361,35,110,28,56,24,24,12,24,48,24,34,50,64,52,58,82,30,54,11,15,4,0,891,0,0,0,5,9,15,15,11,48,23,2.0,7.0
3713,800.918,505,477,982,101,279,72,76,86,90,86,60,88,78,108,132,144,146,174,220,92,126,42,38,10,3,882,4,3,6,8,24,29,24,31,142,58,19.0,51.0
3714,458.364,1556,1693,3249,291,1018,342,354,374,320,282,260,324,316,462,368,478,452,530,550,316,330,108,74,31,7,1155,15,13,18,35,115,185,103,123,370,198,32.0,71.0
3715,235.273,168,134,302,16,106,36,32,14,34,12,18,26,16,36,38,66,70,52,92,18,28,6,3,0,0,933,5,4,3,6,15,19,9,9,57,15,4.0,4.0
3717,1002.11,1339,1317,2656,189,846,260,306,298,272,144,182,278,224,364,378,454,434,448,498,246,248,56,65,15,4,1015,17,16,11,26,84,140,75,102,301,141,30.0,59.0
3719,367.271,275,273,548,21,173,68,62,46,56,28,34,54,36,88,78,68,102,108,108,68,64,5,3,3,3,1164,0,4,4,9,21,32,21,31,66,26,,10.0
3720,192.631,281,240,521,25,164,58,54,46,62,26,16,66,64,42,86,84,88,114,122,32,54,0,7,6,0,989,0,0,3,4,14,14,14,20,89,30,6.0,35.0
3722,359.57,2097,2263,4360,415,1189,542,564,532,564,366,368,468,426,636,564,726,650,578,550,332,330,136,80,38,8,1215,16,17,13,39,129,207,118,205,574,292,43.0,95.0
3723,3140.47,1546,1422,2968,168,790,240,304,570,538,226,286,312,276,354,376,458,462,454,536,182,236,21,32,4,6,1087,39,30,17,36,101,166,105,113,354,153,9.0,79.0
3725,129.543,170,177,347,14,110,34,38,60,70,14,18,42,10,50,44,80,66,50,58,14,30,5,0,0,3,1137,0,5,0,6,7,13,14,11,44,19,4.0,8.0
3726,688.528,456,397,853,40,279,66,110,104,120,64,52,88,78,112,110,162,186,130,166,32,56,18,13,0,3,1060,7,5,3,11,23,46,30,38,106,48,3.0,4.0
3727,416.237,203,160,363,24,103,24,38,46,72,42,30,30,24,46,44,50,78,68,68,18,36,0,4,3,3,906,0,3,0,0,6,14,7,11,48,24,1.0,3.0
3728,271.792,278,282,560,32,187,50,52,84,94,36,28,52,48,100,84,82,96,96,102,46,36,10,7,0,0,1048,0,4,3,0,0,20,15,19,47,25,2.0,11.0
3730,511.706,3870,4134,8004,733,2191,914,976,958,968,626,544,822,742,986,972,1020,970,1264,1118,958,916,291,243,68,24,1028,19,36,16,61,156,277,184,211,910,486,50.0,235.0
3732,97.2306,217,212,429,28,143,58,42,56,60,30,30,58,48,64,74,60,62,64,64,10,38,13,8,0,0,1062,0,0,0,3,15,12,6,18,56,27,,6.0
3733,325.522,204,217,421,29,134,44,30,66,38,24,36,52,42,48,54,94,84,68,58,24,50,9,3,0,3,1221,3,0,5,12,28,30,12,20,37,23,4.0,2.0
3735,152.077,263,256,519,29,158,48,50,66,100,38,26,64,40,78,94,92,96,52,42,48,52,12,14,0,0,1260,0,4,0,5,9,23,9,12,62,25,1.0,1.0
3737,1872.51,2137,2113,4250,384,1254,416,444,496,630,286,320,384,356,636,632,644,688,608,546,428,430,139,103,24,11,1048,9,19,11,37,89,162,85,118,495,277,28.0,99.0
3739,81.2175,196,180,376,35,112,50,44,52,20,14,40,42,36,58,68,94,86,38,64,12,28,0,3,0,0,1108,0,0,0,3,14,14,13,12,51,22,2.0,2.0
3740,175.542,468,485,953,82,292,134,110,88,144,56,68,118,78,142,152,172,150,130,128,90,88,16,9,4,0,1187,4,3,5,23,20,38,42,34,132,56,6.0,11.0
3741,1994.69,1519,1552,3071,327,851,272,294,382,354,176,276,336,276,432,414,478,508,512,518,282,296,95,44,23,6,992,30,17,20,39,106,166,113,148,391,154,27.0,66.0
3744,3.13837,155,141,296,10,99,44,40,16,66,0,12,28,24,48,50,72,28,36,42,14,28,11,12,0,0,1302,0,3,4,3,10,17,5,16,41,17,2.0,4.0
3746,3.45077,120,111,231,11,86,12,20,30,30,20,12,12,18,36,26,40,34,50,62,18,26,3,7,0,0,816,0,3,0,7,0,10,10,10,34,15,,8.0
3747,371.33,2064,2154,4218,320,1220,476,414,506,504,214,264,400,404,628,654,754,708,648,680,372,338,125,77,30,4,1178,70,76,33,77,187,281,145,189,392,218,24.0,64.0
3749,186.764,879,975,1854,100,517,210,264,312,296,100,102,196,146,332,266,276,266,266,236,106,124,37,25,40,3,1538,25,48,21,36,87,132,44,80,218,110,3.0,19.0
3750,62.8903,267,242,509,25,146,48,76,32,48,102,84,78,90,48,60,64,74,64,72,26,22,7,3,3,3,1383,5,0,3,3,22,27,17,16,48,26,14.0,223.0
3751,55.3822,185,152,337,25,87,12,26,48,40,28,44,38,32,50,60,58,52,40,74,32,32,0,4,0,0,1387,3,3,3,3,7,9,5,10,31,6,1.0,14.0
3752,21.4519,10224,10650,20874,1184,5075,3672,4002,2944,3092,2998,2710,4244,3826,3312,3232,1954,1820,1120,1010,524,446,212,131,53,24,1653,220,174,69,150,727,1032,535,813,1930,1131,240.0,769.0
3753,44.771,459,413,872,27,224,90,116,110,146,100,136,128,110,138,154,144,120,86,98,20,28,5,5,0,0,1587,6,5,0,8,18,38,24,37,101,41,12.0,52.0
3754,56.0609,8809,8977,17786,840,4832,3672,3878,2138,2070,3208,2872,3872,3742,2438,2518,1426,1326,888,860,228,270,39,38,3,4,1832,139,143,73,181,651,993,495,789,2183,1119,109.0,1004.0
3755,33.777,151,148,299,23,75,24,40,56,26,20,24,42,18,42,64,36,40,46,50,14,34,6,6,0,0,1609,3,3,3,3,8,12,7,21,49,16,6.0,9.0
3756,239.784,4598,4657,9255,452,2340,1586,1582,1412,1548,1212,1122,1446,1336,1562,1452,1060,1110,708,698,212,268,54,35,4,5,1533,50,33,26,65,188,331,194,307,1076,553,134.0,327.0
3757,331.39,4011,3975,7986,367,2213,1070,1328,1094,1158,814,856,1102,996,1276,1218,1108,1048,758,792,416,422,116,83,40,19,1482,38,43,31,52,166,316,203,326,1116,485,66.0,258.0
3758,57.4161,1109,1031,2140,47,610,288,334,366,350,200,268,304,298,352,342,296,324,178,228,60,66,10,3,0,0,1546,9,10,7,26,51,66,38,78,345,115,23.0,42.0
3759,22.837,584,574,1158,26,343,138,132,226,212,90,144,98,86,230,196,206,216,110,136,34,30,7,10,0,0,1965,16,15,11,18,60,88,36,57,148,68,13.0,9.0
3760,14.7522,200,191,391,15,112,52,50,48,76,18,36,48,24,98,64,72,58,30,76,6,14,3,0,0,0,1661,6,11,5,9,17,30,15,15,44,15,,1.0
3761,39.7899,592,546,1138,23,322,128,182,202,212,88,100,114,86,206,198,162,216,138,136,40,48,3,3,3,0,1593,24,14,6,12,68,80,28,71,151,48,9.0,9.0
3763,44.5908,696,651,1347,39,407,162,218,222,222,110,120,226,200,258,276,182,208,100,98,34,44,3,3,0,0,1288,5,10,8,8,28,58,42,58,176,102,21.0,24.0
3764,292.352,3725,3810,7535,524,1964,1036,1084,1160,1338,732,776,936,842,1222,1094,932,926,780,710,480,480,138,80,33,19,1478,41,53,33,71,173,307,159,244,906,418,85.0,242.0
3765,10.5432,3269,3464,6733,259,1905,788,864,966,1000,748,748,812,778,1018,970,952,884,762,774,364,300,185,91,73,19,1639,51,53,31,68,246,369,204,325,889,398,49.0,153.0
3766,3.36203,625,583,1208,27,416,140,198,126,144,96,118,186,186,174,162,200,202,162,158,50,64,13,9,3,0,1765,25,25,12,31,74,103,49,53,146,74,4.0,17.0
3767,4.96547,614,623,1237,51,403,154,154,146,178,82,70,120,124,208,188,240,198,188,188,60,72,18,25,6,3,1729,26,30,12,31,81,98,57,52,114,65,1.0,36.0
3770,135.012,1633,1556,3189,133,884,404,458,434,454,434,370,360,396,470,462,490,494,300,390,144,164,36,38,3,0,1469,22,8,9,22,69,127,75,126,438,193,29.0,64.0
3775,168.024,1749,1741,3490,191,1010,486,528,458,490,384,318,464,440,558,562,482,452,398,414,192,206,24,41,6,3,1440,39,37,20,40,112,202,107,157,452,200,14.0,68.0
3777,410.578,5035,5298,10333,754,2982,1284,1322,1360,1346,1024,1012,1352,1166,1528,1518,1590,1486,1264,1280,710,636,206,136,36,15,1245,66,92,58,89,325,489,258,431,1231,624,83.0,245.0
3778,409.136,249,225,474,41,143,40,54,40,58,42,26,52,50,50,72,106,86,80,102,24,36,6,6,0,0,1093,0,4,0,6,8,31,18,17,67,28,3.0,5.0
3779,2.08681,115,108,223,9,79,30,6,12,34,12,12,18,16,38,22,30,40,52,42,12,46,6,5,0,0,880,5,0,0,4,12,11,5,10,32,16,6.0,23.0
3781,35.3236,2227,2173,4400,158,1239,652,646,684,796,436,472,682,608,784,758,646,690,320,318,82,126,25,19,6,0,1487,24,24,16,37,100,172,110,164,567,287,29.0,83.0
3782,88.6993,3897,3874,7771,266,2330,904,1038,1146,1204,706,776,916,854,1338,1160,1236,1212,922,1000,348,350,88,86,28,13,1622,85,69,56,107,290,480,255,360,999,432,40.0,180.0
3783,208.439,1117,1032,2149,56,616,272,290,296,370,164,210,268,262,374,362,314,340,220,226,92,138,26,16,7,0,1440,13,12,8,26,62,111,63,78,280,131,15.0,51.0
3785,5.33572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.0
3786,5.22892,785,750,1535,48,474,190,196,190,238,138,132,206,212,234,224,256,258,172,198,66,74,20,17,3,3,1885,29,27,17,26,123,137,56,92,154,66,3.0,27.0
3787,3.48857,579,566,1145,37,356,132,148,136,160,98,108,156,116,212,162,222,242,126,160,34,42,11,10,0,0,1754,31,33,11,20,79,101,41,68,115,51,8.0,16.0
3788,36.6362,827,836,1663,82,535,202,188,174,198,144,168,200,184,314,254,294,290,246,266,58,72,18,14,3,3,1633,43,37,23,40,124,137,76,80,155,80,12.0,56.0
3789,9.29987,137,131,268,16,84,20,38,30,24,6,26,40,18,44,44,56,44,34,50,26,26,3,3,0,0,1805,13,13,8,11,22,17,7,12,26,9,1.0,8.0
3791,9.6067,788,769,1557,55,501,178,198,196,204,128,152,198,172,226,206,304,322,210,228,68,76,16,8,0,0,1797,41,31,13,30,112,128,62,85,146,73,5.0,11.0
3792,3.97617,535,503,1038,37,314,122,144,144,150,74,102,116,90,184,154,200,188,132,168,20,64,7,6,0,0,1824,23,18,9,24,56,88,56,59,98,47,5.0,22.0
3793,19.2373,1692,1764,3456,187,1009,422,426,468,480,392,392,420,436,568,504,522,488,408,422,188,146,61,41,9,4,1340,31,27,18,48,111,174,111,149,439,207,17.0,73.0
3795,20.4284,608,612,1220,75,335,152,130,198,218,118,112,160,132,206,186,146,168,152,164,52,60,17,18,3,5,1307,3,11,9,7,34,62,28,60,140,47,3.0,35.0
3796,16.9898,4687,4687,9374,337,2709,1262,1394,1452,1538,1188,1120,1316,1314,1518,1462,1262,1232,850,832,374,350,63,59,14,7,1543,45,50,39,101,267,435,261,413,1285,602,47.0,190.0
3797,140.681,1550,1652,3202,194,880,400,410,478,468,338,304,354,314,492,478,436,426,420,380,194,226,67,37,29,10,1159,9,13,17,26,68,110,69,109,361,232,35.0,86.0
3799,1263.66,2990,3025,6015,430,1835,690,798,840,862,532,542,714,630,1012,924,986,972,762,744,320,374,76,53,23,13,998,34,49,20,49,136,241,117,247,708,401,36.0,141.0
3800,1.19423,412,402,814,10,0,6,6,304,268,462,530,24,12,6,0,0,0,0,6,0,0,0,0,0,0,3333,7,10,0,0,20,23,15,18,16,30,,
